"japanese","chinese","romaji","gender"
"映梨那","水野绘梨奈","Elina Mizuno",""
"波多野和俊","波多野和俊","Kazutoshi Hatano",""
"片山恭一","片山恭一","Kyoichi Katayama",""
"狭穂姫命","狭穗姬","Saho-hime",""
"田中孝司 (サッカー選手)","田中孝司","Koji Tanaka",""
"甲斐麻美","甲斐麻美","Asami Kai",""
"福士加代子","福士加代子","Kayoko Fukushi",""
"長浜博行","长滨博行","Hiroyuki Nagahama",""
"麒麟の翼","麒麟之翼","The Wings of the Kirin",""
"中森智佳子","中森智佳子","Chikako Nakamori",""
"伊藤嘉彥","伊藤嘉彦","Yoshihiko Ito (chemist)",""
"佐伯美香","佐伯美香","Mika Saiki",""
"天野浩","天野浩","Hiroshi Amano",""
"尾野真千子","尾野真千子","Machiko Ono",""
"山岡荘八","山冈庄八","Sōhachi Yamaoka",""
"山本ひかる","山本光","Hikaru Yamamoto",""
"岸田裕子","岸田裕子","Yuko Kishida",""
"斋藤晃司","斋藤晃司","Koji Saito (athlete)",""
"日朝平壌宣言","日朝平壤宣言","Japan–North Korea Pyongyang Declaration",""
"桂太郎","桂太郎","Katsura Tarō",""
"楊千鶴","杨千鹤","Yang Chian-Ho",""
"横山作次郎","横山作次郎","Yokoyama Sakujiro",""
"櫟社","栎社","Oak Poetry Society",""
"水本裕貴","水本裕贵","Hiroki Mizumoto",""
"池透暢","池透畅","Yukinobu Ike",""
"洪鐵濤","洪铁涛","Hung T'ieh-t'ao",""
"深津英臣","深津英臣","Hideomi Fukatsu",""
"清水宏保","清水宏保","Hiroyasu Shimizu",""
"渡辺倫果","渡边伦果","Rinka Watanabe",""
"猪原淳三","猪原淳三","Junzo Inohara",""
"白眞勲","白真勋","Shinkun Haku",""
"莊淑旂","庄淑旗","Chuang Shu-chi",""
"菊池正士","菊池正士","Seishi Kikuchi",""
"萩村滋則","萩村滋则","Shigenori Hagimura",""
"藤原家隆 (従二位)","藤原家隆","Fujiwara no Ietaka",""
"近衛内前","近卫内前","Konoe Uchisaki",""
"長塚京子","长冢京子","Kyōko Nagatsuka",""
"アグネス・チャン","陈美龄","Agnes Chan",""
"高見順","高见顺","Jun Takami",""
"中田ヤスタカ","中田康贵","Yasutaka Nakata",""
"九鬼嘉隆","九鬼嘉隆","Kuki Yoshitaka",""
"今野鮎莉","今野鲇莉","Ayuri Konno",""
"伊藤洸輝","伊藤洸辉","Hiroki Ito (diver)",""
"倍賞美津子","倍赏美津子","Mitsuko Baisho",""
"内田百閒","内田百闲","Hyakken Uchida",""
"八木アリサ","八木亚里纱","Alissa Yagi",""
"岡崎高之","冈崎高之","Takayuki Okazaki",""
"大菅小百合","大菅小百合","Sayuri Osuga",""
"小西桜子","小西樱子","Sakurako Konishi",""
"岡本隆吾","冈本隆吾","Ryugo Okamoto",""
"岩田光央","岩田光央","Mitsuo Iwata",""
"希水しお","希水汐","Shio Kisui",""
"杉村春子","杉村春子","Haruko Sugimura",""
"東久邇宮内閣","东久迩宫内阁","Higashikuni cabinet",""
"松永成立","松永成立","Shigetatsu Matsunaga",""
"森且行","森且行","Katsuyuki Mori",""
"森保洋","森保洋","Hiroshi Moriyasu",""
"江渡聡徳","江渡聪德","Akinori Eto",""
"河口真一","河口真一","Shinichi Kawaguchi",""
"渡辺典子","渡边典子","Noriko Watanabe",""
"源義仲","源义仲","Minamoto no Yoshinaka",""
"沢井美優","泽井美优","Miyuu Sawai",""
"生田絵梨花","生田绘梨花","Erika Ikuta",""
"白夜行","白夜行","Journey Under the Midnight Sun",""
"督姫","督姬","Tokuhime (Tokugawa)",""
"草木克洋","草木克洋","Katsuhiro Kusaki",""
"角川春樹","角川春树","Haruki Kadokawa",""
"鈴木正治","铃木正治","Masaharu Suzuki",""
"阿部肇","阿部肇","Tadashi Abe (rower)",""
"霧島れいか","雾岛丽香","Reika Kirishima",""
"青木周蔵","青木周藏","Aoki Shūzō",""
"青木彰信","青木彰信","Akinobu Aoki",""
"風間宏希","风间宏希","Koki Kazama",""
"高島雅羅","高岛雅罗","Gara Takashima",""
"不破哲三","不破哲三","Tetsuzo Fuwa",""
"中川翔子","中川翔子","Shoko Nakagawa",""
"中村和美","中村和美","Kazumi Nakamura",""
"女性のためのアジア平和国民基金","亚洲妇女基金会","Asian Women's Fund",""
"仲井眞弘多","仲井真弘多","Hirokazu Nakaima",""
"たくみ靖明","内匠靖明","Yasuaki Takumi",""
"古田新太","古田新太","Arata Furuta",""
"宗武志","宗武志","Sō Takeyuki",""
"小川航基","小川航基","Kōki Ogawa (footballer)",""
"山本聖子","山本圣子","Seiko Yamamoto",""
"山田政晴","山田政晴","Masaharu Yamada",""
"山田暢久","山田畅久","Nobuhisa Yamada",""
"市原隼人","市原隼人","Hayato Ichihara",""
"後藤田正純","后藤田正纯","Masazumi Gotoda",""
"曽木亜古弥","曾木亚古弥","Akoya Sogi",""
"江戸城","江户城","Edo Castle",""
"池田光政","池田光政","Ikeda Mitsumasa",""
"田中良子 (卓球選手)","田中良子","Yoshiko Tanaka (table tennis)",""
"田本博子","田本博子","Hiroko Tamoto",""
"畠田好章","畠田好章","Yoshiaki Hatakeda",""
"白石晴香","白石晴香","Haruka Shiraishi",""
"真境名安興","真境名安兴","Majikina Ankō",""
"石井宏 (競泳選手)","石井宏","Hiroshi Ishii (swimmer)",""
"芦田均","芦田均","Hitoshi Ashida",""
"荻野久作","荻野久作","Kyusaku Ogino",""
"菅正太郎","菅正太郎","Shōtarō Suga",""
"蕨野友也","蕨野友也","Tomoya Warabino",""
"藤代末男","藤代末男","Sueo Fujishiro",""
"西村賢太","西村贤太","Kenta Nishimura",""
"西野努","西野努","Tsutomu Nishino",""
"谷川俊太郎","谷川俊太郎","Shuntarō Tanikawa",""
"金野潤 (柔道)","金野润 (柔道运动员)","Jun Konno",""
"阿部拓馬","阿部拓马","Takuma Abe",""
"風間八宏","风间八宏","Yahiro Kazama",""
"高木善朗","高木善朗","Yoshiaki Takagi",""
"鹿子木健日子","鹿子木健日子","Takehiko Kanagoki",""
"三泽英司","三泽英司","Eiji Misawa",""
"中西香菜","中西香菜","Kana Nakanishi",""
"今村優香","今村优香","Yūka Imamura",""
"内博貴","内博贵","Hiroki Uchi",""
"団鬼六","团鬼六","Oniroku Dan",""
"大村智","大村智","Satoshi Ōmura",""
"奥田民生","奥田民生","Tamio Okuda",""
"山口益","山口益","Susumu Yamaguchi",""
"山崎拓","山崎拓","Taku Yamasaki",""
"山本陽子","山本阳子","Yoko Yamamoto",""
"成宮唯","成宫唯","Yui Narumiya",""
"新珠三千代","新珠三千代","Michiyo Aratama",""
"本田響矢","本田响矢","Kyoya Honda",""
"杉山弘一","杉山弘一","Koichi Sugiyama (footballer)",""
"松原剛志","松原刚志","Tsuyoshi Matsubara",""
"柄本明","柄本明","Akira Emoto",""
"桃井はるこ","桃井晴子","Haruko Momoi",""
"タケカワユキヒデ","武川行秀","Yukihide Takekawa",""
"永峰沙織","永峰沙织","Saori Nagamine",""
"永島敏行","永岛敏行","Toshiyuki Nagashima",""
"江川嘉孝","江川嘉孝","Yoshitaka Egawa",""
"白石美帆","白石美帆","Miho Shiraishi",""
"福永祐一","福永祐一","Yuichi Fukunaga",""
"福澤諭吉","福泽谕吉","Fukuzawa Yukichi",""
"竹入義勝","竹入义胜","Yoshikatsu Takeiri",""
"総務大臣","总务大臣","Minister for Internal Affairs and Communications",""
"藤井亮 (サッカー選手)","藤井亮","Ryo Fujii",""
"藤井道人","藤井道人","Michihito Fujii",""
"藤沢周平","藤泽周平","Shuhei Fujisawa",""
"藤田芳弘","藤田芳弘","Yoshihiro Fujita (wrestler)",""
"越野忠則","越野忠则","Tadanori Koshino",""
"長島和幸","长岛和幸","Kazuyuki Nagashima",""
"高井麻巳子","高井麻巳子","Mamiko Takai",""
"高島崚輔","高岛崚辅","Ryōsuke Takashima",""
"高木成太","高木成太","Narita Takaki",""
"三須宗太郎","三须宗太郎","Misu Sōtarō",""
"下地紫野","下地紫野","Shino Shimoji",""
"中野信治","中野信治","Shinji Nakano",""
"井野碩哉","井野硕哉","Hiroya Ino",""
"利根川進","利根川进","Susumu Tonegawa",""
"北山宏光","北山宏光","Hiromitsu Kitayama",""
"喜安","喜安","Kian (tea master)",""
"國村隼","国村隼","Jun Kunimura",""
"大塚久雄","大冢久雄","Hisao Ōtsuka",""
"宮澤弘","宫泽弘","Hiroshi Miyazawa",""
"小原乃梨子","小原乃梨子","Noriko Ohara",""
"小坂りゆ","小坂梨由","Riyu Kosaka",""
"小泉八雲","小泉八云","Lafcadio Hearn",""
"山本彩","山本彩","Sayaka Yamamoto",""
"山本有二","山本有二","Yūji Yamamoto",""
"岡田義徳","冈田义德","Yoshinori Okada",""
"岸奥裕二","岸奥裕二","Yuji Kishioku",""
"松平信康","松平信康","Matsudaira Nobuyasu",""
"森和俊","森和俊","Kazutoshi Mori",""
"椎名康胤","椎名康胤","Shiina Yasutane",""
"しいなえいひ","椎名英姬","Eihi Shiina",""
"永青文庫","永青文库","Eisei Bunko Museum",""
"片山さつき","片山皋月","Satsuki Katayama",""
"石井慧","石井慧","Satoshi Ishii",""
"神田うの","神田宇乃","Uno Kanda",""
"絶対零度 (テレビドラマ)","绝对零度 (电视剧)","Zettai Reido",""
"西尾末広","西尾末广","Suehiro Nishio",""
"谷本貴義","谷本贵义","Takayoshi Tanimoto",""
"長屋王","长屋王","Prince Nagaya",""
"黒井千次","黑井千次","Kuroi Senji",""
"Template:安倍晋三","Template:安倍晋三","Template:Shinzo Abe",""
"HR (アイドルグループ)","HR (组合)","HR (girl group)",""
"三浦国宏","三浦国宏","Kunihiro Miura",""
"今藤幸治","今藤幸治","Koji Kondo (footballer)",""
"佐藤江梨子","佐藤江梨子","Eriko Sato",""
"岡本茉利","冈本茉莉","Mari Okamoto",""
"加藤明美 (ホッケー)","加藤明美","Akemi Kato",""
"北畠顕家","北畠显家","Kitabatake Akiie",""
"吉田雄悟","吉田雄悟","Yugo Yoshida",""
"吉野正芳","吉野正芳","Masayoshi Yoshino",""
"大関友翔","大关友翔","Yuto Ozeki",""
"大隈内閣","大隈内阁","Ōkuma Cabinet",""
"太陽党","太阳党 (1996年)","Sun Party",""
"宍倉邦枝","宍仓邦枝","Kunie Shishikura",""
"山口亮太","山口亮太","Ryōta Yamaguchi",""
"川澄綾子","川澄绫子","Ayako Kawasumi",""
"森岡茂","森冈茂","Shigeru Morioka",""
"橋本英郎","桥本英郎","Hideo Hashimoto",""
"沃爾夫岡·克洛爾","沃尔夫冈·克洛尔","Wolfgang Kroll",""
"清浦夏実","清浦夏实","Natsumi Kiyoura",""
"溝口琢矢","沟口琢矢","Takuya Mizoguchi",""
"犬養健","犬养健","Takeru Inukai",""
"田中新兵衛","田中新兵卫","Tanaka Shinbei",""
"相沢舞","相泽舞","Mai Aizawa",""
"真屋順子","真屋顺子","Junko Maya",""
"秋元康","秋元康","Yasushi Akimoto",""
"第1次松方内閣","第一次松方内阁","First Matsukata cabinet",""
"第2次森内閣","第二次森内阁","Second Mori cabinet",""
"第2次高市内閣","第二次高市内阁","Second Takaichi cabinet",""
"米倉涼子","米仓凉子","Ryoko Yonekura",""
"細野秀雄","细野秀雄","Hideo Hosono",""
"藤井来夏","藤井来夏","Raika Fujii",""
"逢空万太","逢空万太","Manta Aisora",""
"鈴木貴男","铃木贵男","Takao Suzuki",""
"青柳塁斗","青柳垒斗","Ruito Aoyagi",""
"高橋泰","高桥泰","Yutaka Takahashi",""
"三塚博","三冢博","Hiroshi Mitsuzuka",""
"三浦里佳子","三浦里佳子","Rikako Miura",""
"中村礼子","中村礼子","Reiko Nakamura",""
"井原康秀","井原康秀","Yasuhide Ihara",""
"以心崇伝","以心崇传","Ishin Sūden",""
"遮那王義経","侠义少年王","Shana ou Yoshitsune",""
"僧兵","僧兵 (日本)","Sōhei",""
"八田卯一郎","八田卯一郎","Uichiro Hatta",""
"原昌胤","原昌胤","Hara Masatane",""
"大原ゆい子","大原由衣子","Yuiko Ōhara",""
"大場つぐみ","大场鸫","Tsugumi Ohba",""
"女子十二楽坊","女子十二乐坊","Twelve Girls Band",""
"小和田敏子","小和田敏子","Toshiko Kowada",""
"小野清子","小野清子","Kiyoko Ono",""
"山田満夫","山田满夫","Mitsuo Yamada",""
"布井良助","布井良助","Ryosuke Nunoi",""
"平山浩行","平山浩行","Hiroyuki Hirayama",""
"松本純","松本纯","Jun Matsumoto (politician)",""
"林芳正","林芳正","Yoshimasa Hayashi",""
"Taka (ONE OK ROCKのメンバー)","森内贵宽","Takahiro Moriuchi",""
"横谷繁","横谷繁","Shigeru Yokotani",""
"濱口竜介","滨口龙介","Ryusuke Hamaguchi",""
"玉城ティナ","玉城蒂娜","Tina Tamashiro",""
"田中利明","田中利明","Toshiaki Tanaka",""
"白隠慧鶴","白隐慧鹤","Hakuin Ekaku",""
"石田京子","石田京子","Kyoko Ishida",""
"いしのようこ","石野阳子","Yōko Ishino",""
"福原香織","福原香织","Kaori Fukuhara",""
"第2次吉田内閣","第二次吉田内阁","Second Yoshida cabinet",""
"蘇我蝦夷","苏我虾夷","Soga no Emishi",""
"金ヶ崎の戦い","金崎之战","Siege of Kanegasaki (1570)",""
"高峰譲吉","高峰让吉","Jokichi Takamine",""
"中山太郎","中山太郎","Taro Nakayama",""
"井上毅","井上毅","Inoue Kowashi",""
"イモトアヤコ","井本绚子","Ayako Imoto",""
"佐川眞人","佐川真人","Masato Sagawa",""
"南明奈","南明奈","Akina Minami",""
"大政翼賛会","大政翼赞会","Imperial Rule Assistance Association",""
"大桥正教","大桥正教","Masanori Ohashi",""
"山下義韶","山下义韶","Yamashita Yoshitsugu",""
"山崎裕之","山崎裕之","Hiroyuki Yamazaki",""
"山花貞夫","山花贞夫","Sadao Yamahana",""
"志村喬","志村乔","Takashi Shimura",""
"成田三樹夫","成田三树夫","Mikio Narita",""
"望月聡","望月聪","Satoru Mochizuki",""
"木原万莉子","木原万莉子","Mariko Kihara",""
"村尾三四郎","村尾三四郎","Sanshiro Murao",""
"松本泰志 (サッカー選手)","松本泰志","Taishi Matsumoto",""
"枝野幸男","枝野幸男","Yukio Edano",""
"柴田淳","柴田淳","Jun Shibata",""
"橋本愛 (1996年生)","桥本爱","Ai Hashimoto",""
"片寄涼太","片寄凉太","Ryota Katayose",""
"片野坂知宏","片野坂知宏","Tomohiro Katanosaka",""
"秋吉久美子","秋吉久美子","Kumiko Akiyoshi",""
"MISIA","米希亚","Misia",""
"織田信広","织田信广","Oda Nobuhiro",""
"藤原さくら","藤原樱","Sakura Fujiwara",""
"財前恵一","财前惠一","Keiichi Zaizen",""
"遠藤謹助","远藤谨助","Endō Kinsuke",""
"鈴木元信","铃木元信","Suzuki Motonobu",""
"鈴木三重吉","铃木三重吉","Miekichi Suzuki",""
"鎌田奈緒子","镰田奈绪子","Naoko Kamata",""
"間宮祥太朗","间宫祥太朗","Shotaro Mamiya",""
"高橋はるみ","高桥春美","Harumi Takahashi",""
"麻生夏子","麻生夏子","Natsuko Aso",""
"中山優馬","中山优马","Yuma Nakayama",""
"亩康弘","亩康弘","Yasuhiro Une",""
"くちびるに歌を","再会吧！青春小鸟","Have a Song on Your Lips",""
"参河紀久子","参河纪久子","Kikuko Mikawa",""
"堀達也","堀达也","Tatsuya Hori",""
"堺井秀雄","堺井秀雄","Hideo Sakai",""
"堺利彦","堺利彦","Sakai Toshihiko",""
"多治見麻子","多治见麻子","Asako Tajimi",""
"富井慎一","富井慎一","Shinichi Tomii",""
"尾碕真花","尾埼真花","Ichika Osaki",""
"山﨑賢人","山崎贤人","Kento Yamazaki",""
"山本百合子","山本百合子","Yuriko Yamamoto",""
"山田美幸","山田美幸","Miyuki Yamada",""
"岩田さゆり","岩田小百合","Sayuri Iwata",""
"平牧仁","平牧仁","Jin Hiramaki",""
"平野孝","平野孝","Takashi Hirano",""
"開成中学校・高等学校","开成中学校及高等学校","Kaisei Academy",""
"木村敦志","木村敦志","Atsushi Kimura",""
"本郷奏多","本乡奏多","Kanata Hongō",""
"森孝慈","森孝慈","Takaji Mori",""
"池田正之輔","池田正之辅","Masanosuke Ikeda",""
"源田実","源田实","Minoru Genda",""
"石井裕也 (映画監督)","石井裕也","Yuya Ishii (director)",""
"神山智洋","神山智洋","Tomohiro Kamiyama",""
"筧十蔵","笕十藏","Kakei Juzo",""
"荒木幸雄","荒木幸雄","Yukio Araki",""
"蓮佛美沙子","莲佛美沙子","Misako Renbutsu",""
"蠣崎波響","蛎崎波响","Kakizaki Hakyo",""
"辻知恵","辻知惠","Chie Tsuji",""
"近衛信尋","近卫信寻","Konoe Nobuhiro",""
"金子原二郎","金子原二郎","Genjirō Kaneko",""
"長束正家","长束正家","Natsuka Masaie",""
"須藤茉麻","须藤茉麻","Maasa Sudo",""
"高島鞆之助","高岛鞆之助","Takashima Tomonosuke",""
"高田夏帆","高田夏帆","Kaho Takada",""
"高田幸一","高田幸一","Koichi Takada",""
"丸山権太左衛門","丸山权太左卫门","Maruyama Gondazaemon",""
"二条吉忠","二条吉忠","Nijō Yoshitada",""
"伊藤蘭","伊藤兰","Ran Itō",""
"北条政子","北条政子","Hōjō Masako",""
"千種信雄","千种信雄","Nobuo Chigusa",""
"大島浩","大岛浩","Hiroshi Ōshima",""
"OLIVIA (日本の歌手)","奥丽维亚 (日本歌手)","Olivia Lufkin",""
"くノ一","女忍者","Kunoichi",""
"小川諒也","小川谅也","Ryoya Ogawa",""
"山口蛍","山口萤","Hotaru Yamaguchi",""
"後藤靱雄","后藤靱雄","Yukio Goto",""
"於大の方","于大之方","Odai no Kata",""
"明正天皇","明正天皇","Empress Meishō",""
"曲直瀬道三","曲直濑道三","Manase Dōsan",""
"松平忠輝","松平忠辉","Matsudaira Tadateru",""
"板垣瑞生","板垣瑞生","Mizuki Itagaki",""
"森岡亮太","森冈亮太","Ryota Morioka",""
"橋本マナミ","桥本爱实","Manami Hashimoto",""
"横山勇","横山勇","Isamu Yokoyama",""
"永山瑛太","永山瑛太","Eita Nagayama",""
"江藤淳","江藤淳","Jun Etō",""
"池内豊 (サッカー選手)","池内丰","Yutaka Ikeuchi",""
"砂川啓介","砂川启介","Keisuke Sagawa",""
"福田彩乃","福田彩乃","Ayano Fukuda",""
"藤原惺窩","藤原惺窝","Fujiwara Seika",""
"藤田義明","藤田义明","Yoshiaki Fujita",""
