"japanese","chinese","romaji","gender"
"棚田伸","棚田伸","Shin Tanada",""
"楢崎教子","楢崎教子","Noriko Narazaki",""
"武田修宏","武田修宏","Nobuhiro Takeda",""
"田尾安志","田尾安志","Yasushi Tao",""
"白鵬翔","白鹏翔","Hakuhō Shō",""
"ロス・オーレンドルフ","罗斯·奥伦道夫","Ross Ohlendorf",""
"西川龍馬","西川龙马","Ryōma Nishikawa",""
"青木半治","青木半治","Hanji Aoki",""
"中河昌彦","中河昌彦","Masahiko Nakagawa",""
"今藤幸治","今藤幸治","Koji Kondo (footballer)",""
"倉田安治","仓田安治","Yasuharu Kurata",""
"内山篤","内山笃","Atsushi Uchiyama",""
"吉水法生","吉水法生","Norio Yoshimizu",""
"大黒将志","大黑将志","Masashi Oguro",""
"川淵三郎","川渊三郎","Saburō Kawabuchi",""
"本部朝基","本部朝基","Motobu Chōki",""
"片渕浩一郎","片渕浩一郎","Koichiro Katafuchi",""
"米倉誠","米仓诚","Makoto Yonekura",""
"西村徳文","西村德文","Norifumi Nishimura",""
"近江友介","近江友介","Yusuke Omi",""
"高田哲也","高田哲也","Tetsuya Takada",""
"三船久蔵","三船久藏","Kyuzo Mifune",""
"古橋亨梧","古桥亨梧","Kyōgo Furuhashi",""
"古賀穗","古贺穗","Minoru Koga",""
"ジム・ラフィーバー","吉姆·拉斐尔","Jim Lefebvre",""
"堀畑裕也","堀畑裕也","Yuya Horihata",""
"大橋浩司","大桥浩司","Hiroshi Ohashi",""
"宮下遙","宫下遥","Haruka Miyashita",""
"山口悟","山口悟","Satoshi Yamaguchi (footballer, born 1959)",""
"山田修義","山田修义","Nobuyoshi Yamada",""
"岩隈久志","岩隈久志","Hisashi Iwakuma",""
"川内優輝","川内优辉","Yuki Kawauchi",""
"影浦心","影浦心","Kokoro Kageura",""
"會澤翼","会泽翼","Tsubasa Aizawa",""
"有原航平","有原航平","Kohei Arihara",""
"柳田将洋","柳田将洋","Masahiro Yanagida",""
"楠本泰史","楠本泰史","Taishi Kusumoto",""
"水野隆","水野隆","Takashi Mizuno",""
"池ノ上俊一","池之上俊一","Shunichi Ikenoue",""
"海乃山勇","海乃山勇","Kainoyama Isamu",""
"炎鵬友哉","炎鹏友哉","Enhō Yūya",""
"リック・バンデンハーク","瑞克·范登赫克","Rick van den Hurk",""
"田中明日菜","田中明日菜","Asuna Tanaka",""
"矢野マイケル","矢野迈克尔","Michael Yano",""
"米元小春","米元小春","Koharu Yonemoto",""
"ダルビッシュ有","达比修有","Yu Darvish",""
"野島正弘","野岛正弘","Masahiro Nojima",""
"鈴木冬一","铃木冬一","Tōichi Suzuki",""
"長嶋茂雄","长嶋茂雄","Shigeo Nagashima",""
"阿部一二三","阿部一二三","Hifumi Abe",""
"陣内貴美子","阵内贵美子","Kimiko Jinnai",""
"馳浩","驰浩","Hiroshi Hase",""
"三浦璃来","三浦璃来","Riku Miura",""
"中村楓","中村枫","Kaede Nakamura",""
"中牧佳南","中牧佳南","Kanami Nakamaki",""
"井上拓斗","井上拓斗","Takuto Inoue",""
"佐々木勇人","佐佐木勇人","Hayato Sasaki",""
"具志堅用高","具志坚用高","Yoko Gushiken",""
"加藤匠馬","加藤匠马","Takuma Katō",""
"加藤喜代美","加藤喜代美","Kiyomi Kato (wrestler)",""
"原樹理","原树理","Juri Hara",""
"大久保秀昭","大久保秀昭","Hideaki Okubo",""
"宣銅烈","宣铜烈","Sun Dong-yol",""
"小野沢愛子","小野泽爱子","Aiko Onozawa",""
"山口小百合","山口小百合","Sayuri Yamaguchi",""
"岡本忠","冈本忠","Sunao Okamoto",""
"ジョニー・ヘルウェグ","强尼·海勒维格","Johnny Hellweg",""
"後藤光尊","后藤光尊","Mitsutaka Goto",""
"本田美登里","本田美登里","Midori Honda",""
"杉山隆一","杉山隆一","Ryūichi Sugiyama",""
"東郷重位","东乡重位","Tōgō Shigekata",""
"樱间幸次","樱间幸次","Koji Sakurama",""
"津端ありさ","津端亚里沙","Arisa Tsubata",""
"浜口喜博","滨口喜博","Yoshihiro Hamaguchi",""
"玉椿憲太郎","玉椿宪太郎","Tamatsubaki Kentarō",""
"白神守","白神守","Mamoru Shiragami",""
"竹内義憲","竹内义宪","Yoshinori Takeuchi",""
"篠崎洋子","筿崎洋子","Yoko Shinozaki",""
"素根輝","素根辉","Akira Sone",""
"藤谷壮","藤谷壮","So Fujitani",""
"那須麻衣子","那须麻衣子","Maiko Nasu",""
"鄭凱文","郑凯文 (棒球运动员)","Cheng Kai-wen",""
"金久保優斗","金久保优斗","Yuto Kanakubo",""
"大崎佑圭","间宫佑圭","Yuka Mamiya",""
"髙崎寛之","高崎寛之","Hiroyuki Takasaki",""
"鶴岡慎也","鹤冈慎也","Shinya Tsuruoka",""
"亀田大毅","龟田大毅","Daiki Kameda",""
"中村憲剛","中村宪刚","Kengo Nakamura",""
"佐々木博和","佐佐木博和","Hirokazu Sasaki",""
"大山倍達","大山倍达","Mas Oyama",""
"大谷翔平","大谷翔平","Shohei Ohtani",""
"山岸智","山岸智","Satoru Yamagishi",""
"山田卓也","山田卓也","Takuya Yamada",""
"新垣渚","新垣渚","Nagisa Arakaki",""
"村岡博人","村冈博人","Hiroto Muraoka",""
"森祇晶","森祇晶","Masaaki Mori (baseball)",""
"橋本聖子","桥本圣子","Seiko Hashimoto",""
"正田樹","正田树","Itsuki Shoda",""
"ラルフ・ブライアント","瑞夫·布莱特","Ralph Bryant",""
"フィッツジェラルド舞行龍ジェームズ","米高·费斯基拿特","Michael Fitzgerald (footballer)",""
"菊地直哉","菊地直哉","Naoya Kikuchi",""
"鈴木保男","铃木保男","Yasuo Suzuki",""
"井出樹里","井出树里","Juri Ide",""
"土方麻椰","土方麻椰","Maya Hijikata",""
"ドリュー・バーヘイゲン","德鲁·维尔哈根","Drew VerHagen",""
"杉野正尭","杉野正尧","Takaaki Sugino",""
"シェーン・スペンサー","沙恩·史宾赛","Shane Spencer",""
